,Date,Day Week,Week Index,Index Day Week,Time Slot,Number of Boarding Passengers,Number of Stops,Schedule Type,Day,Month,Year
733,2024-10-19,Samedi,42,6,20,17270,6140,VACANCES,19,10,2024
734,2024-10-19,Samedi,42,6,21,13458,5651,VACANCES,19,10,2024
735,2024-10-19,Samedi,42,6,22,13176,5487,VACANCES,19,10,2024
736,2024-11-02,Samedi,44,6,0,7336,4882,SAMEDI,2,11,2024
737,2024-11-02,Samedi,44,6,8,16658,7369,SAMEDI,2,11,2024
738,2024-11-02,Samedi,44,6,9,22740,7610,SAMEDI,2,11,2024
739,2024-11-02,Samedi,44,6,12,35214,8978,SAMEDI,2,11,2024
740,2024-11-02,Samedi,44,6,13,37140,9329,SAMEDI,2,11,2024
741,2024-11-02,Samedi,44,6,20,18326,6265,SAMEDI,2,11,2024
742,2024-11-02,Samedi,44,6,22,14309,5685,SAMEDI,2,11,2024
743,2025-06-25,Mercredi,26,3,0,5751,4659,NORMAL,25,6,2025
744,2025-06-25,Mercredi,26,3,1,443,486,NORMAL,25,6,2025
745,2025-06-25,Mercredi,26,3,6,17920,10246,NORMAL,25,6,2025
746,2025-06-25,Mercredi,26,3,7,40082,14931,NORMAL,25,6,2025
747,2025-06-25,Mercredi,26,3,10,36790,11305,NORMAL,25,6,2025
748,2025-06-25,Mercredi,26,3,11,43285,11243,NORMAL,25,6,2025
749,2025-06-25,Mercredi,26,3,12,47320,11672,NORMAL,25,6,2025
750,2025-06-25,Mercredi,26,3,15,47792,10612,NORMAL,25,6,2025
751,2025-06-25,Mercredi,26,3,16,59832,13855,NORMAL,25,6,2025
752,2025-06-25,Mercredi,26,3,18,62760,15175,NORMAL,25,6,2025
753,2025-06-25,Mercredi,26,3,20,26861,9650,NORMAL,25,6,2025
754,2025-06-25,Mercredi,26,3,23,12361,5678,NORMAL,25,6,2025
755,2025-08-10,Dimanche,32,7,0,3794,4089,VACANCES,10,8,2025
756,2025-08-10,Dimanche,32,7,8,7565,5070,VACANCES,10,8,2025
757,2025-08-10,Dimanche,32,7,11,17371,6042,VACANCES,10,8,2025
758,2025-08-10,Dimanche,32,7,14,19954,7000,VACANCES,10,8,2025
759,2025-08-10,Dimanche,32,7,18,22938,6879,VACANCES,10,8,2025
760,2025-08-10,Dimanche,32,7,19,22769,6539,VACANCES,10,8,2025
761,2025-08-10,Dimanche,32,7,22,11139,4829,VACANCES,10,8,2025
762,2025-08-10,Dimanche,32,7,23,8070,4818,VACANCES,10,8,2025
763,2024-10-10,Jeudi,41,4,1,291,430,NORMAL,10,10,2024
764,2024-10-10,Jeudi,41,4,4,881,1011,NORMAL,10,10,2024
765,2024-10-10,Jeudi,41,4,8,67824,15107,NORMAL,10,10,2024
766,2024-10-10,Jeudi,41,4,9,40684,12811,NORMAL,10,10,2024
767,2024-10-10,Jeudi,41,4,12,51124,11675,NORMAL,10,10,2024
768,2024-10-10,Jeudi,41,4,13,51482,11544,NORMAL,10,10,2024
769,2024-10-10,Jeudi,41,4,16,77767,14620,NORMAL,10,10,2024
770,2024-10-10,Jeudi,41,4,19,39021,13285,NORMAL,10,10,2024
771,2024-10-10,Jeudi,41,4,21,18079,6862,NORMAL,10,10,2024
772,2025-06-26,Jeudi,26,4,0,6284,4773,NORMAL,26,6,2025
773,2025-06-26,Jeudi,26,4,1,437,422,NORMAL,26,6,2025
774,2025-06-26,Jeudi,26,4,6,17833,10087,NORMAL,26,6,2025
775,2025-06-26,Jeudi,26,4,8,60975,14593,NORMAL,26,6,2025
776,2025-06-26,Jeudi,26,4,9,39990,11998,NORMAL,26,6,2025
777,2025-06-26,Jeudi,26,4,11,40274,10624,NORMAL,26,6,2025
778,2025-06-26,Jeudi,26,4,12,41847,11039,NORMAL,26,6,2025
779,2025-06-26,Jeudi,26,4,16,63212,13951,NORMAL,26,6,2025
780,2025-06-26,Jeudi,26,4,19,40268,13124,NORMAL,26,6,2025
781,2025-06-26,Jeudi,26,4,20,27825,9595,NORMAL,26,6,2025
782,2025-06-26,Jeudi,26,4,21,21119,7003,NORMAL,26,6,2025
783,2024-09-08,Dimanche,36,7,18,21839,6718,DIMANCHE,8,9,2024
784,2024-09-08,Dimanche,36,7,16,21330,6654,DIMANCHE,8,9,2024
785,2024-09-08,Dimanche,36,7,15,20098,6655,DIMANCHE,8,9,2024
786,2024-09-08,Dimanche,36,7,11,17759,5672,DIMANCHE,8,9,2024
787,2024-09-08,Dimanche,36,7,10,14703,5620,DIMANCHE,8,9,2024
788,2024-09-08,Dimanche,36,7,9,11812,5400,DIMANCHE,8,9,2024
789,2024-09-08,Dimanche,36,7,21,8480,5000,DIMANCHE,8,9,2024
790,2024-09-08,Dimanche,36,7,23,7925,4640,DIMANCHE,8,9,2024
791,2024-09-08,Dimanche,36,7,5,2347,3633,DIMANCHE,8,9,2024
792,2024-09-08,Dimanche,36,7,1,104,335,DIMANCHE,8,9,2024
801,2025-04-29,Mardi,18,2,4,951,1008,NORMAL,29,4,2025
802,2025-04-29,Mardi,18,2,6,16839,9860,NORMAL,29,4,2025
803,2025-04-29,Mardi,18,2,10,30147,9707,NORMAL,29,4,2025
804,2025-04-29,Mardi,18,2,12,38648,9796,NORMAL,29,4,2025
805,2025-04-29,Mardi,18,2,20,23446,8257,NORMAL,29,4,2025
806,2025-04-29,Mardi,18,2,22,12075,5781,NORMAL,29,4,2025
817,2025-08-27,Mercredi,35,3,4,982,1087,NORMAL,27,8,2025
818,2025-08-27,Mercredi,35,3,6,17427,10324,NORMAL,27,8,2025
819,2025-08-27,Mercredi,35,3,13,44966,11328,NORMAL,27,8,2025
820,2025-08-27,Mercredi,35,3,21,15356,7386,NORMAL,27,8,2025
821,2024-11-07,Jeudi,45,4,1,209,409,NORMAL,7,11,2024
822,2024-11-07,Jeudi,45,4,6,18554,10243,NORMAL,7,11,2024
823,2024-11-07,Jeudi,45,4,7,61265,14815,NORMAL,7,11,2024
824,2024-11-07,Jeudi,45,4,12,50307,11693,NORMAL,7,11,2024
825,2024-11-07,Jeudi,45,4,13,50961,11605,NORMAL,7,11,2024
826,2024-11-07,Jeudi,45,4,14,40513,10752,NORMAL,7,11,2024
827,2024-11-07,Jeudi,45,4,16,77237,14759,NORMAL,7,11,2024
828,2024-11-07,Jeudi,45,4,17,84929,15619,NORMAL,7,11,2024
829,2024-11-07,Jeudi,45,4,18,57976,15297,NORMAL,7,11,2024
830,2024-11-07,Jeudi,45,4,20,23674,9680,NORMAL,7,11,2024
831,2024-11-07,Jeudi,45,4,22,11951,5822,NORMAL,7,11,2024
832,2024-11-07,Jeudi,45,4,23,7257,5752,NORMAL,7,11,2024
833,2025-02-10,Lundi,7,1,1,204,496,VACANCES,10,2,2025
834,2025-02-10,Lundi,7,1,5,7034,6215,VACANCES,10,2,2025
835,2025-02-10,Lundi,7,1,6,18692,10376,VACANCES,10,2,2025
836,2025-02-10,Lundi,7,1,7,59535,15779,VACANCES,10,2,2025
837,2025-02-10,Lundi,7,1,11,41306,11476,VACANCES,10,2,2025
